Tenerife	28.2737100	-16.4082900
Gran Canaria	28.09973	-15.41343
La Palma	28.68351	-17.76421
La Gomera	28.0916300	-17.1133100
El Hierro	27.7722	-17.9278
Fuerteventura	28.7307900	-13.8674900
Lanzarote	28.9630200	-13.5476900
La Graciosa	29.145100	-13.470200
